filename,director,speaker,trial_value,trial_start,trial_end,trial_length,sign_start,sign_end,sign_length,sign_value,sign_notes,iconic,signOrigin,T0Check
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,14,1735405,1755405,20000,1739385,1746500,7115,OUTSIDE,NATURE-GROW-IX#FOREST 자연스럽게 자란 꽃+포인팅 밖의 숲,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,14,1735405,1755405,20000,1750742,1755442,4700,NO DARK NO BRIGHT. 그대로 ,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,5,2020326,2027626,7300,2025560,2026980,1420,IX,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,3,1120579,1133988,13409,1124584,1125884,1300,,NA,Yes,JSL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,3,1120579,1133988,13409,1126240,1128164,1924,INDIA,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,250091,251788,1697,YELLOW,OS,No,JSL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,251904,252274,370,SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,252328,254290,1962,C,CL,No,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,254450,256523,2073,PEEL,LW,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,256523,257127,604,IX(B형)->C,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,257264,258185,921,BRIGHT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,258377,259377,1000,PEEL,LW,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,272320,274520,2200,YELLOW,OS,,JSL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,274560,276100,1540,YELLOW2,OS,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,276110,283130,7020,LEMON#ACTION,LW,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,283160,285360,2200,LEMON#PEEL,LW,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,285380,288260,2880,LW:Description:레몬모양,NA,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,288300,291880,3580,LEMON#ACTION,LW,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,291900,300560,8660,NO A other SIGN(비교대상),NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,306399,319530,13131,YESDERDAY SHOPPING',SE,No,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,328691,331248,2557,SAME으로 다른 예를 보여주는 방법,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,341526,348200,6674,NO A YES B^Focus,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,361600,364900,3300,FLOOR,IX,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,367025,369225,2200,BRIGHT,NA,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,369625,371625,2000,SUN,NA,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,371925,374025,2100,SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,385815,390130,4315,GOLD,Repeat#ISL,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,479315,479677,362,'G' repeat,fs,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,19,247400,527046,279646,482202,482673,471,'G' repeat,fs,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,265956,266935,979,SIGNING,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,266935,267021,86,WHAT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,267021,267272,251,SIGNING,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,267351,267783,432,COLOR,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,259953,262332,2379,Repeat(PEEL)?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,262525,265691,3166,Repeat(EAT)?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,266025,267807,1782,WHAT SIGNING,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,279147,280294,1147,REPEAT-LEMON,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,281170,283490,2320,목말아 수거돌고 마시는것,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,291193,293423,2230,leman, REPEAT-CL,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,293985,294547,562,Continuer,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,300245,301187,942,Continuer,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,305315,306050,735,SIGNING#WHAT?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,306259,309282,3023,COLOR^SIGNING,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,320386,323869,3483,Repeat(자르는 걸 그대로 따라하고)^DON'T UNDERSTAND,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,332300,347900,15600,당신의 수화에서..ACTION레몬을 ,supposition,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,358400,362000,3600,그것이니?  ,POINTING,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,19,247400,527046,279646,395113,395934,821,DARK(repeat),NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,6,150779,154909,4130,153675,154541,866,WHITE,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,7,144084,146484,2400,145280,145759,479,BLACK2,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,16,800078,817798,17720,800078,817798,17720,,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,16,800078,817798,17720,803027,804306,1279,GREEN(ISL),NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,16,800078,817798,17720,808288,808964,676,WHITE,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,16,800078,817798,17720,809359,809908,549,GREEN(ISL),NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,16,800078,817798,17720,809908,810279,371,WHITE,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,16,800078,817798,17720,810339,810545,206,벽,IX,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,16,800078,817798,17720,810545,810666,121,SAME,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,16,800078,817798,17720,810666,811337,671,WHITE,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,20,828742,836961,8219,828742,836961,8219,,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,7,2600,20600,18000,9225,9950,725,SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,7,2600,20600,18000,10050,10875,825,HEAD2번,IX,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,7,2600,20600,18000,10955,12325,1370,BLACK4(JSL),NA,,JSL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,7,2600,20600,18000,13967,15150,1183,DARK2,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,7,2600,20600,18000,8400,19400,11000,check ? 확인하기,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,7,2600,20600,18000,12202,12932,730,head,CHECK IX#BLACK,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,7,2600,20600,18000,12932,15022,2090,DARK,CHECK#born hand,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,7,2600,20600,18000,16722,18216,1494,CHECK? ,REPEAT,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,21,1341127,1471692,130565,1362558,1381209,18651,ORANGE PEEL,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,21,1341127,1471692,130565,1386061,1396100,10039,CUTTING(ACTION) ORANGE,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,21,1341127,1471692,130565,1409394,1413679,4285,THAT IS ORANGE PEEL SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,21,1341127,1471692,130565,1428042,1438000,9958,첫번째 밝은 것 두번째 어두운 것인데 두번째야!,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,21,1341127,1471692,130565,1442261,1446219,3958,아까 말했듯이 오렌지색!,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,21,1341127,1471692,130565,1466700,1469966,3266,두번째야!,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,21,1341127,1471692,130565,1379998,1384148,4150,ACTION(눈) WITH ANGERINE ,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,21,1341127,1471692,130565,1398398,1404200,5802,PEEL ORANGE^냄새맡게 되는 특성,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,21,1341127,1471692,130565,1404399,1408949,4550,PEEL ORANGE EAT SEED  THROW-OUT(씨앗먹다가 버리다) ,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,21,1341127,1471692,130565,1419165,1429087,9922,PEEL COLOR TWO,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,21,1341127,1471692,130565,1460918,1465200,4282,첫번째는 ACTION(눈으로 귤을 말하면서 밝고),NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,21,1341127,1471692,130565,1467500,1470400,2900,두번째로 어두운 것?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,6,68400,75200,6800,71575,73278,1703,T0보다 Check쪽이 맞음?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,22,1790430,1889866,99436,1790430,1802547,12117,ARM+WHITE,IX,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,22,1790430,1889866,99436,1808252,1823184,14932,3가지가 있어 맞지?,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,22,1790430,1889866,99436,1823184,1828435,5251,첫째는 밝은 것,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,22,1790430,1889866,99436,1828584,1833778,5194,두번째 약간 어둡게,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,22,1790430,1889866,99436,1833778,1839923,6145,세번째는 팔과 같아,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,22,1790430,1889866,99436,1839923,1845176,5253,세번째야,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,1,22,1790430,1889866,99436,1884505,1890038,5533,그럼 첫째 딱맞은 것 2째 약간 어둡게 그치? 그거야!,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,1,2,22,1790430,1889866,99436,1873921,1884505,10584,3개가 아니라 2개 있어,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,6,154909,157137,2228,155229,156986,1757,WHITE,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,3,1134102,1139742,5640,1136146,1136406,260,RED,NA,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,3,1134102,1139742,5640,1136406,1136817,411,INDIA,NA,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,9,849751,1022739,172988,849751,1022739,172988,,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,23,535400,797560,262160,548146,549898,1752,C#PEEL, CL,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,23,535400,797560,262160,562925,565411,2486,얼굴 돌리거나 or 피드백 부재,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,23,535400,797560,262160,583843,586330,2487,T0?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,23,535400,797560,262160,598971,600338,1367,T0 (포도)그것이 무엇인가? 무엇인가?(Repeat),NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,23,535400,797560,262160,602398,605164,2766,,Repeat,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,23,535400,797560,262160,535400,797560,262160,,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,22,1892957,1897298,4341,1892957,1897298,4341,SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,14,1762583,1769605,7022,1765452,1767954,2502,SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,7,147636,150703,3067,147676,148256,580,BLACK,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,7,147636,150703,3067,148962,149920,958,BLACK,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,24,161700,227700,66000,169443,169761,318,TONGUE,IX,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,24,161700,227700,66000,218196,218477,281,FLOWER,LW,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,24,161700,227700,66000,218503,218690,187,NOT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,24,161700,227700,66000,218770,218963,193, i / M,IX,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,24,161700,227700,66000,219043,220091,1048,PINK,OS,,JSL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,24,161700,227700,66000,180783,183480,2697,FLOWER?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,166720,168620,1900,TONGUE,IX,Yes,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,168815,169241,426,BRIGHT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,169443,169761,318,TONGUE,IX,Yes,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,170180,170395,215,TONGUE,IX,Yes,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,170558,171865,1307,RED?,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,171932,172423,491,LIPSTICK,NA,No,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,172423,173697,1274,RED?,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,173834,174229,395,RELATION,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,174249,174553,304,NOT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,174627,174768,141,DIFFERENT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,174851,175371,520,TONGUE,NA,Yes,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,175371,175680,309,LIP,IX,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,175726,176831,1105,DIFFERENT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,176925,177364,439,TONGUE,IX,Yes,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,177564,177847,283,LIP,IX,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,179253,179516,263,TONGUE,IX,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,185747,186451,704,LIP,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,186457,186988,531,LIPSTICK,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,188423,189127,704,TONGUE,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,192457,192826,369,FLOWER(REPEAT FROM SIGNER1),NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,221530,222258,728, TONGUE,IX,Yes,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,222354,222676,322,FLOWER,LW,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,222798,223489,691, TONGUE,IX,Yes,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,24,161700,227700,66000,224179,224804,625,FOLWER,LW,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,8,1646430,1691859,45429,1658488,1661851,3363,BLACKBOARD,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,8,1646430,1691859,45429,1666242,1668765,2523,BOOGER,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,8,1646430,1691859,45429,1648682,1652244,3562,,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,8,1646430,1691859,45429,1652244,1659400,7156,TREE DARK,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,8,1646430,1691859,45429,1661851,1666833,4982,BOOGER코딱지와 같은 어두운 색,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,8,1646430,1691859,45429,1676950,1680500,3550,arm,IX,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,7,57500,64300,6800,58436,60140,1704,BLACK,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,7,57500,64300,6800,60140,61048,908,HAIR,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,7,57500,64300,6800,61134,62414,1280,BLACK,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,18 답 선택 없이 넘어감,1268227,1334828,66601,1282456,1283005,549,EAT,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,18 답 선택 없이 넘어감,1268227,1334828,66601,1283005,1283643,638,LEMON,LW,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,18 답 선택 없이 넘어감,1268227,1334828,66601,1284140,1285979,1839,BRIGHT1,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,18 답 선택 없이 넘어감,1268227,1334828,66601,1318481,1319430,949,LETTLE?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1270596,1271067,471,YELLOW,OS,No,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1273112,1273552,440,YELLOW,OS,No,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1273735,1274894,1159,LEMON,LW,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1276142,1276600,458,SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1276600,1277064,464,L,fs,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1277624,1277846,222,SIGN,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1277846,1278090,244,LEMON,NA,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1278919,1279471,552,SUN,NA,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1279578,1279885,307,DIFFERENT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1279911,1281176,1265,LEMON,LW,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1281353,1281775,422,SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1281827,1282300,473,THAT,IX,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1283465,1285093,1628,FLOOR,IX,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1285308,1285536,228,BRIGHT1,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1291473,1292292,819,YELLOW1,OS,No,ISL,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1292551,1293602,1051,LEMON,LW,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1293602,1295244,1642,BRIGHT1(양손),NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1295339,1295451,112,FLOOR,IX,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1295451,1300874,5423,SAME,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1302859,1302958,99,DIFFERENT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1302958,1303513,555,LITTLE,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1303513,1304525,1012,WHITE,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1304525,1305656,1131,APPLY,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1314400,1315531,1131,SUN,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1315531,1317270,1739,DIFFERENT,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1317333,1319107,1774,LEMON,NA,Yes,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,18 답 선택 없이 넘어감,1268227,1334828,66601,1319107,1320974,1867,LETTLE,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,6,84000,88900,4900,84577,86450,1873,WHITE,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,12,1474596,1551896,77300,1490220,1496688,6468,SKY+SEA?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,12,1474596,1551896,77300,1497500,1504000,6500,첫째로 하늘 둘째 바다 셋째 어두운 것으로 셋째? ,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,1,12,1474596,1551896,77300,1544628,1551250,6622,하얀색이라고 하지말아. 그냥 하늘색이지?,NA,NA,NA,TRUE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,12,1474596,1551896,77300,1474396,1485496,11100,하늘과 같은데.. 바다보다 더 밝은데 그건 하얀색을 더해서 나온 색,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,12,1474596,1551896,77300,1486264,1493451,7187,POINTING(하늘),NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,12,1474596,1551896,77300,1527000,1542900,15900,3번째중에서 1째로 하늘 하얀 같은 색,NA,,,FALSE
Colour_game_01_1_Jordan-India_After_one_week.eaf,2,2,12,1474596,1551896,77300,1549500,1551553,2053,YES!,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,14,852094,862681,10587,857791,861448,3657,GREEN1-2,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,1,1050483,1053580,3097,1050448,1053431,2983,,NA,Yes,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,69500,72600,3100,YELLOW,OS,Yes,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,80050,81950,1900,SAME,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,83796,88911,5115,PEEL,LW,Yes,,FALSE
