filename,director,speaker,trial_value,trial_start,trial_end,trial_length,sign_start,sign_end,sign_length,sign_value,sign_notes,iconic,signOrigin,T0Check
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,19,802621,816837,14216,814481,816619,2138,DARK,NA,,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,16,295157,296638,1481,295859,296686,827,SAME,NA,,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,18,622079,638553,16474,622331,622899,568,YELLOW1-1,OS,No,ISL,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,18,622079,638553,16474,623935,626201,2266,저번에 같이 걸었던 그 밝은 바닥,RE,Yes,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,18,622079,638553,16474,626201,627159,958,UNDERSTAND,NA,,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,18,622079,638553,16474,635155,635450,295,YELLOW1-1,OS,No,ISL,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,18,622079,638553,16474,635450,636133,683,BIGHT / YELLOW1-4,NA,,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,18,622079,638553,16474,637014,637671,657,YELLOW1-1,OS,No,ISL,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,18,622079,638553,16474,637675,638218,543,BRIGHT / YELLOW1-4,NA,,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,1,11259,15490,4231,11259,15490,4231,RED,NA,Yes,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,7,382080,387249,5169,382094,383605,1511,BLACK1-3수형#BLACK1-4수동 ,NA,,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,5,302940,308140,5200,304700,306894,2194,손등,IX,,,FALSE
Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf,2,2,8,463192,466569,3377,463192,466569,3377,1-1의 그림에서 옷의 색깔. 쥐색,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,1,645760,659452,13692,653762,654288,526,INDIA,NA,Yes,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,1,645760,659452,13692,654696,655801,1105,RED,NA,Yes,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,14,627906,632268,4362,629877,632106,2229,GREEN1-1,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,19,44353,52930,8577,44844,48930,4086,YELLOW,OS,No,JSL,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,19,44353,52930,8577,50085,50792,707,YELLOW,OS,No,JSL,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,19,44353,52930,8577,51429,52516,1087,DARK,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,16,167067,174527,7460,169166,171308,2142,WALL,IX,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,5,596499,600414,3915,597151,600432,3281,손목시계,IX,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,7,138138,143396,5258,141735,141835,100,2형에서,본인수정,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,1,7,138138,143396,5258,141835,143251,1416,BLACK1-2,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,1,2,7,138138,143396,5258,140408,142580,2172,BLACK1-2,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,1,7,138138,143396,5258,141735,141835,100,2형에서,본인수정,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,1,7,138138,143396,5258,141835,143251,1416,BLACK1-2,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,2,7,138138,143396,5258,140408,142580,2172,BLACK1-2,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,2,18,279554,286145,6591,283542,284239,697,YELLOW1-5,OS,,JSL,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,2,18,279554,286145,6591,284239,284634,395,GOOD,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,2,18,279554,286145,6591,284634,284942,308,CORRECT,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,1,15,616695,623907,7212,619494,620129,635,LOW,NA,NA,NA,TRUE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,1,15,616695,623907,7212,620129,620913,784,BOOGER,NA,NA,NA,TRUE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,1,15,616695,623907,7212,620913,621821,908,LOW,NA,NA,NA,TRUE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,2,15,616695,623907,7212,616671,618186,1515,GREEN2-1,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,2,15,616695,623907,7212,618186,619603,1417,LOW,NA,,,FALSE
Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf,2,2,15,616695,623907,7212,621355,622046,691,LOW,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,19,74206,92910,18704,74125,82725,8600,맹인이 걷는 그 길의 색깔,LW,Yes,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,5,637976,641336,3360,638880,640598,1718, 손등,IX ,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,1,670930,675127,4197,670993,672390,1397,RED,NA,Yes,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,7,26409,49855,23446,32416,34408,1992,BLACK1-4,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,2,7,26409,49855,23446,48738,49789,1051,black1-3수형으로 BLACK1-4수동,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,2,7,26409,49855,23446,47858,48264,406,black1-3수형으로 BLACK1-4수동,NA,NA,NA,TRUE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,2,7,26409,49855,23446,48738,49789,1051,black1-3수형으로 BLACK1-4수동,NA,NA,NA,TRUE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,2,14,650766,653440,2674,650546,651723,1177,2번째,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,16,4155,9108,4953,7098,7548,450,GREEN1-1,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,16,4155,9108,4953,7548,7886,338,BRIGHT,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,16,4155,9108,4953,7886,8136,250,WALL,IX,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,16,4155,9108,4953,8143,8571,428,SAME,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,1,1,16,4155,9108,4953,8571,8800,229,WALL,IX,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,14,647335,651745,4410,649534,649988,454,GREEN1-1,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,14,647335,651745,4410,649988,650546,558,CORRECT,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,14,647335,651745,4410,650546,651723,1177,2번째,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,7,48173,51800,3627,48738,49789,1051,black1-3수형으로 BLACK1-4수동,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,7,48173,51800,3627,47858,48264,406,black1-3수형으로 BLACK1-4수동,NA,NA,NA,TRUE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,7,48173,51800,3627,48738,49789,1051,black1-3수형으로 BLACK1-4수동,NA,NA,NA,TRUE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,18,311800,332799,20999,313470,316627,3157,YELLOW1-1,OS,,ISL,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,18,311800,332799,20999,316627,316755,128,YOU,IX,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,18,311800,332799,20999,316759,317956,1197,코옆의 점,LW,Yes,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,18,311800,332799,20999,317956,318181,225,THAT,IX,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,18,311800,332799,20999,318181,318469,288,SIGN,NA,,,FALSE
Colour_game_04_2_Nepal-India_After_three_weeks.eaf,2,2,18,311800,332799,20999,318469,319406,937,YELLOW1-1,OS,,ISL,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,14,417677,422497,4820,419019,419540,521,GREEN1-1,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,14,417677,422497,4820,419637,420512,875,CORRECT,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,14,417677,422497,4820,420512,421620,1108,GREEN1-1,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,14,417677,422497,4820,421620,422424,804,CORRECT,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,19,270644,272186,1542,270679,271235,556,YELLOW,OS,No,JSL,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,19,270644,272186,1542,271395,272179,784,DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,2,19,270644,272186,1542,268775,271392,2617,BLACK1-2수형 BLACK1-4수동,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,1,188475,197025,8550,192416,193716,1300,RED,NA,Yes,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,21,181454,184453,2999,181471,184403,2932,SAME,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,12,123818,143059,19241,136139,137389,1250,WATER,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,12,123818,143059,19241,137389,140745,3356,SEA,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,12,123818,143059,19241,140755,141403,648,SAME,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,12,123818,143059,19241,141420,142657,1237,DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,16,710035,713090,3055,711856,712393,537,WALL,IX,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,19,277578,285863,8285,279744,280449,705,YELLOW,OS,,JSL,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,19,277578,285863,8285,280481,281149,668,DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,19,277578,285863,8285,284022,284965,943,GROUND,LW#YELLOW,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,19,277578,285863,8285,284981,285777,796,DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,2,19,277578,285863,8285,282788,285045,2257,GROUND,RE,NA,NA,TRUE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,5 밤,407624,412024,4400,407622,408222,600,손등,IX,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,2,5 밤,407624,412024,4400,407975,409273,1298, 손목시계,IX,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,248863,253652,4789,자동차도로에 페인칠되는 거,LW,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,253652,254727,1075,BLACK,OS,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,255007,255662,655,YELLOW,OS,No,JSL,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,255947,256512,565,BLACK,OS,,JSL,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,256669,257299,630,YELLOW,OS,No,JSL,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,257414,258149,735,THAT!,IX,,JSL,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,260261,261575,1314,SUN,NA,Yes,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,261575,262862,1287,SUN,NA,Yes,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,262862,263262,400,SUN,NA,Yes,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,1,1,18,247157,263920,16763,263262,263962,700,SAME,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,1,7,268764,270662,1898,270679,271235,556,YELLOW,OS,No,JSL,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,7,268764,270662,1898,268775,271392,2617,BLACK1-2수형 BLACK1-4수동,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,1,5,405945,409980,4035,407622,408222,600,손등,IX,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,5,405945,409980,4035,407975,409273,1298, 손목시계,IX,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,7,305850,309900,4050,308960,309841,881,BALCK1-3수형 BLACK1-4수동,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,21,155916,170338,14422,160952,162237,1285,ORANGE?,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,21,155916,170338,14422,162394,163965,1571,PEEL,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,21,155916,170338,14422,164086,164429,343,ORANGE?,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,21,155916,170338,14422,165047,165602,555,BRIGHT,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,21,155916,170338,14422,166042,166992,950,DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,21,155916,170338,14422,167562,168037,475,BRIGHT,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,21,155916,170338,14422,168277,169123,846,DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,12,3813,7813,4000,6354,6473,119,?,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,12,3813,7813,4000,6633,7052,419,SKY?,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,12,3813,7813,4000,7180,7602,422,SAME,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,37180,41260,4080,GREEN1-1,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,41929,42146,217,1,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,42301,42471,170,카키(GREEN),NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,42557,43410,853,카키(GREEN),NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,43488,43860,372,2,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,44107,44297,190,카키(GREEN?),NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,44477,44996,519,CORRECT(정확히),NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,45083,45314,231,3,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,45438,45784,346,FEW-DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,45927,46169,242,4,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,46286,47165,879,MANY-DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,47318,51750,4432,3,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,51958,52186,228,DARK,NA,,,FALSE
Colour_game_04_3_Jordan-India_After_three_weeks.eaf,2,2,15,35000,53800,18800,52348,53767,1419,3,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,1,18,232395,237567,5172,232803,234762,1959,YELLOW,OS,No,NSL,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,1,19,256688,259108,2420,256705,257966,1261,YELLOW,OS,,NSL,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,1,19,256688,259108,2420,258202,258971,769,DARK,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,2,14,429117,436075,6958,431071,432980,1909,GREEN1-1,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,2,14,429117,436075,6958,433280,433755,475,CORRECT,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,2,14,429117,436075,6958,433898,435035,1137,GREEN1-1,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,1,16,600661,605094,4433,600569,601008,439,GREEN1-1,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,1,16,600661,605094,4433,601008,601801,793,BRIGHT,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,1,16,600661,605094,4433,601801,602214,413,SAME,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,1,16,600661,605094,4433,602214,602468,254,WALL,시선,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,1,5,380834,381814,980,380820,381800,980,SAME,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,1,2,5,380834,381814,980,379677,380973,1296,손등,IX,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,2,1,5 밤,375859,380919,5060,380820,381800,980,SAME,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,2,2,5 밤,375859,380919,5060,379677,380973,1296,손등,IX,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,2,2,15,24109,37880,13771,32284,33622,1338,식물,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,2,2,15,24109,37880,13771,34049,35749,1700,네팔수화,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,2,2,15,24109,37880,13771,35749,37395,1646,DARK,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,2,2,7,246279,249692,3413,248974,249432,458,BLACK1-2,NA,,,FALSE
Colour_game_04_3_Nepal-Indonesia_After_three_weeks.eaf,2,2,1  빨강,212872,217331,4459,215500,216560,1060,RED,NA,Yes,,FALSE
