"","filename","trialID","director","speaker","trial_value","trial_start","trial_end","trial_length","sign_start","sign_end","sign_length","sign_value","sign_notes","iconic","signOrigin","T0Check","CandidateUnderstanding","TryMarked","Indexicality","Teach","T_minus_1","T0","week","session","part1","part2","originalSignLabel","speakerName","inventedBy","IX","OS","LW","SE","freq_week_1_total","freq_week_4_total","freq_week4_withinColour","prop_week4_withinColour"
"342","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,192934,194177,1243,"SKY",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","SKY","India","India",FALSE,FALSE,FALSE,FALSE,2,0,NA,NA
"343","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,196151,197341,1190,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"345","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,199133,199427,294,"SEA",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","SEA","India","Indonesia",FALSE,FALSE,FALSE,FALSE,3,1,NA,NA
"346","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,199427,200422,995,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","DARK","India","India",FALSE,FALSE,FALSE,FALSE,25,3,NA,NA
"347","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,200527,201208,681,"NOT",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","NOT","India","India",FALSE,FALSE,FALSE,FALSE,3,0,NA,NA
"348","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,201773,202201,428,"IX:CLOTHES","IX",NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","clothes","India","India",TRUE,FALSE,FALSE,FALSE,1,0,NA,NA
"349","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,202201,202841,640,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","DARK","India","India",FALSE,FALSE,FALSE,FALSE,25,3,NA,NA
"350","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,202841,203172,331,"NOT",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","NOT","India","India",FALSE,FALSE,FALSE,FALSE,3,0,NA,NA
"351","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,203172,203514,342,"IX:SKY","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","sky","India","India",TRUE,FALSE,FALSE,FALSE,5,0,NA,NA
"352","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,203514,204013,499,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"353","Colour_game_01_2_Nepal-India_After_one_week.eaf",29,2,2,"12",186455,205335,18880,204613,205321,708,"SKY",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","SKY","India","India",FALSE,FALSE,FALSE,FALSE,2,0,NA,NA
"289","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",33,2,2,"14",213173,218817,5644,213330,214680,1350,"PLANTS","LW",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","PLANTS","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"290","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",33,2,2,"14",213173,218817,5644,214680,215246,566,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","DARK(VERY LITTLE)","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"291","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",33,2,2,"14",213173,218817,5644,215246,216856,1610,"FIRST",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","FIRST","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"292","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",33,2,2,"14",213173,218817,5644,216856,218751,1895,"BRIGHT",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","BRIGHT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"354","Colour_game_01_2_Nepal-India_After_one_week.eaf",31,2,2,"14",431948,439679,7731,432044,432835,791,"GREEN-CHEST","OS",NA,"ISL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","GREEN(ISL)","India","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,0,0
"355","Colour_game_01_2_Nepal-India_After_one_week.eaf",31,2,2,"14",431948,439679,7731,432835,434185,1350,"IX:BLOOD VESSEL","IX",NA,"",FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"2","Nepal","India","blood vessel","India","India",TRUE,FALSE,FALSE,FALSE,2,0,0,0
"356","Colour_game_01_2_Nepal-India_After_one_week.eaf",31,2,2,"14",431948,439679,7731,436150,436623,473,"GREEN-CHEST","OS",NA,"ISL",FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","GREEN(ISL)","India","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,0,0
"357","Colour_game_01_2_Nepal-India_After_one_week.eaf",31,2,2,"14",431948,439679,7731,436623,436945,322,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"358","Colour_game_01_2_Nepal-India_After_one_week.eaf",31,2,2,"14",431948,439679,7731,436945,438041,1096,"IX:BLOOD VESSEL","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","blood vessel","India","India",TRUE,FALSE,FALSE,FALSE,2,0,0,0
"359","Colour_game_01_2_Nepal-India_After_one_week.eaf",31,2,2,"14",431948,439679,7731,439192,439344,152,"IX:FOREST",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","IX;forest","India","Indonesia",FALSE,FALSE,FALSE,FALSE,6,0,0,0
"360","Colour_game_01_2_Nepal-India_After_one_week.eaf",31,2,2,"14",431948,439679,7731,439358,439661,303,"TREE",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","TREE","India","Nepal",FALSE,FALSE,FALSE,FALSE,6,0,0,0
"311","Colour_game_01_2_Nepal-India_After_one_week.eaf",15,1,1,"18",455190,459303,4113,455206,456052,846,"YELLOW-CHEST","OS",NA,"NSL",FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","YELLOW(NSL)","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,12,1,0,0
"312","Colour_game_01_2_Nepal-India_After_one_week.eaf",15,1,1,"18",455190,459303,4113,456052,457726,1674,"LEMON","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","LEMON","Nepal","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"313","Colour_game_01_2_Nepal-India_After_one_week.eaf",15,1,1,"18",455190,459303,4113,457808,459269,1461,"BRIGHT",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","BRIGHT","Nepal","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"276","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",23,2,2,"24",502357,515964,13607,502491,503125,634,"CLOWN","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"2","Jordan","Indonesia","CLOWN","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,2,0,0,0
"277","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",23,2,2,"24",502357,515964,13607,503125,504660,1535,"IX:CLOWN#FACE","IX",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"2","Jordan","Indonesia","clown#face","Indonesia","Indonesia",TRUE,FALSE,FALSE,FALSE,1,0,0,0
"278","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",23,2,2,"24",502357,515964,13607,504731,508817,4086,"CLOWN","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"2","Jordan","Indonesia","CLOWN","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,2,0,0,0
"281","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",23,2,1,"24",502357,515964,13607,507881,509591,1710,"RED(MOUTH)","OS",NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","RED(mouth)","Jordan","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"279","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",23,2,2,"24",502357,515964,13607,510012,511328,1316,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","RED(mouth)","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"280","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",23,2,2,"24",502357,515964,13607,511407,513776,2369,"BRIGHT",NA,NA,NA,FALSE,"No",TRUE,"yes",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","BRIGHT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"282","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",23,2,1,"24",502357,515964,13607,513403,513847,444,"SAME",NA,NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","SAME","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"283","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",23,2,1,"24",502357,515964,13607,513872,516139,2267,"FLOWER","LW",NA,NA,TRUE,"Yes",FALSE,"no",FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","FLOWER","Jordan","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"266","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"5",588402,608442,20040,588690,590315,1625,"IX:ARM","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","arm","Indonesia","India",TRUE,FALSE,FALSE,FALSE,7,0,0,0
"267","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"5",588402,608442,20040,590527,592775,2248,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","dark","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"268","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"5",588402,608442,20040,593042,595831,2789,"IX:ARM","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"2","Jordan","Indonesia","arm","Indonesia","India",TRUE,FALSE,FALSE,FALSE,7,0,0,0
"269","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"5",588402,608442,20040,596300,597040,740,"FACE+DARK",NA,NA,NA,FALSE,"No",TRUE,NA,FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","face#dark","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"273","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,1,"5",588402,608442,20040,596921,597658,737,"IX:ARM","IX",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","arm","Jordan","India",TRUE,FALSE,FALSE,FALSE,7,0,0,0
"274","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,1,"5",588402,608442,20040,597658,598973,1315,"DARK",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","DARK","Jordan","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"270","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"5",588402,608442,20040,601796,602278,482,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","SAME","Indonesia","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"271","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"5",588402,608442,20040,602278,603477,1199,"SIWASH","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","SIWASH","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,1,0,0,0
"272","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"5",588402,608442,20040,603477,604626,1149,"IX:FACE#DARK","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","face#dark","Indonesia","Indonesia",TRUE,FALSE,FALSE,FALSE,2,0,0,0
"275","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,1,"5",588402,608442,20040,606907,608335,1428,"IX:WATCH","IX",NA,NA,TRUE,"Yes",FALSE,"yes",FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","watch","Jordan","Jordan",TRUE,FALSE,FALSE,FALSE,2,5,0,0
"361","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,657684,659284,1600,"RED(MOUTH)","OS",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","RED(mouth)","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"362","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,659694,660874,1180,"IX:TONGUE","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"2","Nepal","India","tongue","India","India",TRUE,FALSE,FALSE,FALSE,14,3,0,0
"363","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,660914,661274,360,"DIFFERENT",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","DIFFERENT","India","Indonesia",FALSE,FALSE,FALSE,FALSE,5,0,0,0
"364","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,661324,662944,1620,"IX:TONGUE","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","tongue","India","India",TRUE,FALSE,FALSE,FALSE,14,3,0,0
"365","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,663024,663344,320,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"366","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,663414,665294,1880,"FLOWER","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,TRUE,FALSE,1,"2","Nepal","India","FLOWER","India","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"367","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,665304,665798,494,"IX:TONGUE","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","tongue","India","India",TRUE,FALSE,FALSE,FALSE,14,3,0,0
"368","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,665798,666374,576,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"369","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,666396,667616,1220,"FLOWER","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,TRUE,FALSE,1,"2","Nepal","India","FLOWER","India","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"370","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,669684,669884,200,"IX:TONGUE","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"2","Nepal","India","tongue","India","India",TRUE,FALSE,FALSE,FALSE,14,3,0,0
"371","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,669884,670974,1090,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"372","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,2,"24",657634,673354,15720,670974,673339,2365,"FLOWER","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"2","Nepal","India","FLOWER","India","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"373","Colour_game_01_2_Nepal-India_After_one_week.eaf",32,2,1,"24",657634,673354,15720,671687,673317,1630,"FLOWER","LW",NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"2","Nepal","India","FLOWER","Nepal","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"337","Colour_game_01_2_Nepal-India_After_one_week.eaf",28,2,2,"1",696018,697390,1372,696015,696671,656,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","RED(mouth)","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"338","Colour_game_01_2_Nepal-India_After_one_week.eaf",28,2,2,"1",696018,697390,1372,696671,697296,625,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",TRUE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","RED(frontlet) ","India","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"263","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",17,1,1,"14",760874,763425,2551,761130,761882,752,"PLANTS","LW",NA,"",FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","PLANTS","Jordan","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"264","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",17,1,1,"14",760874,763425,2551,761882,763355,1473,"GREEN-CHEST","OS",NA,"ISL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","GREEN(ISL)","Jordan","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,0,0
"318","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,2,"5",813505,829277,15772,813675,814289,614,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"2","Nepal","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"324","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,1,"5",813505,829277,15772,814779,816260,1481,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"2","Nepal","India","'back of one's hand'","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"319","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,2,"5",813505,829277,15772,815362,816704,1342,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"320","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,2,"5",813505,829277,15772,816711,818824,2113,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"325","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,1,"5",813505,829277,15772,816877,817087,210,"BRIGHT",NA,NA,NA,TRUE,"Yes",FALSE,"yes",FALSE,FALSE,TRUE,1,"2","Nepal","India","BRIGHT","Nepal","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"326","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,1,"5",813505,829277,15772,817087,818017,930,"DARK",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"2","Nepal","India","DARK","Nepal","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"321","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,2,"5",813505,829277,15772,818850,820077,1227,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"322","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,2,"5",813505,829277,15772,823890,828338,4448,"TREE-STRUT+IX","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","TREE-STRUT+IX","India","India",FALSE,FALSE,TRUE,FALSE,1,0,0,0
"323","Colour_game_01_2_Nepal-India_After_one_week.eaf",22,2,2,"5",813505,829277,15772,828413,829251,838,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",TRUE,FALSE,FALSE,1,"2","Nepal","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"314","Colour_game_01_2_Nepal-India_After_one_week.eaf",19,1,1,"14",1005268,1007894,2626,1005533,1006706,1173,"GREEN-NSL","OS",NA,"NSL",FALSE,"No",FALSE,"no",FALSE,TRUE,FALSE,1,"2","Nepal","India","GREEN(NSL)","Nepal","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"315","Colour_game_01_2_Nepal-India_After_one_week.eaf",19,1,1,"14",1005268,1007894,2626,1006706,1007823,1117,"IX:WALL","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","wall","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,4,1,0,0
"293","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,2,"14",1025950,1027350,1400,1026214,1027082,868,"GREEN-CHEST","OS",NA,"ISL",TRUE,"Yes",FALSE,"no",FALSE,FALSE,TRUE,1,"2","Nepal","India","GREEN(ISL)","India","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,0,0
"294","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,2,"14",1025950,1027350,1400,1027082,1027176,94,"TREE",NA,NA,NA,TRUE,"Yes",FALSE,"yes",FALSE,FALSE,TRUE,1,"2","Nepal","India","TREE-GREEN2/1","India","Nepal",FALSE,FALSE,FALSE,FALSE,6,0,0,0
"309","Colour_game_01_2_Nepal-India_After_one_week.eaf",10,1,1,"6",1038254,1038528,274,1038254,1038412,158,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","WHITE","Nepal","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"316","Colour_game_01_2_Nepal-India_After_one_week.eaf",20,2,1,"6",1038175,1039187,1012,1038254,1038412,158,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","WHITE","Nepal","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"310","Colour_game_01_2_Nepal-India_After_one_week.eaf",10,1,2,"6",1038254,1038528,274,1038289,1038978,689,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","WHITE","India","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"317","Colour_game_01_2_Nepal-India_After_one_week.eaf",20,2,2,"6",1038175,1039187,1012,1038289,1038978,689,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","WHITE","India","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"308","Colour_game_01_2_Nepal-India_After_one_week.eaf",8,1,1,"1",1083314,1085290,1976,1083360,1085290,1930,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","RED(frontlet) ","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"265","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",20,2,2,"6",1224363,1228575,4212,1224432,1228485,4053,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","WHITE","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"446","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",2,1,2,"1",24650,26546,1896,23244,24588,1344,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","RED(frontlet) ","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"457","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",22,2,2,"1",23234,24896,1662,23244,24588,1344,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","RED(frontlet) ","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"375","Colour_game_01_3_Indonesia-India_After_one_week.eaf",1,1,1,"14",136429,139441,3012,136464,136974,510,"GREEN-CHEST","OS",NA,"ISL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","GREEN(ISL)","Indonesia","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,0,0
"376","Colour_game_01_3_Indonesia-India_After_one_week.eaf",1,1,1,"14",136429,139441,3012,136974,137630,656,"CORRECT",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Indonesia","India","CORRECT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,3,6,0,0
