"","filename","trialID","director","speaker","trial_value","trial_start","trial_end","trial_length","sign_start","sign_end","sign_length","sign_value","sign_notes","iconic","signOrigin","T0Check","CandidateUnderstanding","TryMarked","Indexicality","Teach","T_minus_1","T0","week","session","part1","part2","originalSignLabel","speakerName","inventedBy","IX","OS","LW","SE","freq_week_1_total","freq_week_4_total","freq_week4_withinColour","prop_week4_withinColour"
"247","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,206118,206502,384,"COMBINE",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","COMBINE","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,2,0,NA,NA
"248","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,206502,207786,1284,"MIX",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","MIX","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,2,2,NA,NA
"43","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,206523,207190,667,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","SAME?","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"80","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,207768,208322,554,"NOT",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","NOT","India","India",FALSE,FALSE,FALSE,FALSE,3,0,0,0
"249","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,207786,208937,1151,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DARK1#LITTLE","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,NA,NA
"81","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,208344,209308,964,"DIFFERENT",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","DIFFERENT","India","Indonesia",FALSE,FALSE,FALSE,FALSE,5,0,0,0
"44","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,208752,209606,854,"SIGNING",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","SIGNING","Jordan","India",FALSE,FALSE,FALSE,FALSE,6,1,0,0
"45","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,209606,210609,1003,"COLOR",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","COLOR","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,2,0,0,0
"250","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,209989,210878,889,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","RED(frontlet) ","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,NA,NA
"251","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,210878,213062,2184,"SEA",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","SEA","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,3,1,NA,NA
"46","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,210913,212216,1303,"JORDAN",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","JORDAN","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,2,0,0,0
"47","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,212216,212696,480,"RED-BROW",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Jordan","India","INDIA","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"48","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,212696,212902,206,"ME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","ME","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,2,0,0,0
"49","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,212902,213228,326,"JORDAN",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","JORDAN","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,2,0,0,0
"252","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,213062,214238,1176,"WATER",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","WATER","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,1,1,NA,NA
"50","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,213228,215141,1913,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","RED(mouth)","Jordan","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"253","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,214238,214954,716,"COMBINE",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","COMBINE","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,2,0,NA,NA
"82","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,214720,215049,329,"ME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","ME","India","Jordan",FALSE,FALSE,FALSE,FALSE,2,0,0,0
"254","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,214954,215816,862,"MIX",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","MIX","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,2,2,NA,NA
"83","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,215049,217013,1964,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","RED(mouth)","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"255","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",25,2,2,"23",192543,297501,104958,215816,217227,1411,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DARK1#LITTLE","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,NA,NA
"51","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,218199,218703,504,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","FLOWER+NOT","Jordan","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"52","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"24",166464,226582,60118,219043,220091,1048,"PINK(JSL)","OS",NA,"JSL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","PINK(JSL)","Jordan","Jordan",FALSE,TRUE,FALSE,FALSE,1,0,0,0
"85","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,221530,222258,728,"IX:TONGUE","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","tongue","India","India",TRUE,FALSE,FALSE,FALSE,14,3,0,0
"86","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,222354,222676,322,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","FLOWER","India","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"87","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,222798,223489,691,"IX:TONGUE","IX",NA,"",FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","tongue","India","India",TRUE,FALSE,FALSE,FALSE,14,3,0,0
"88","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,224179,224804,625,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","FLOWER","India","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,0,0
"89","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"24",166464,226582,60118,224958,225280,322,"YES",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","YES","India","India",FALSE,FALSE,FALSE,FALSE,3,0,0,0
"146","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,349961,350966,1005,"GREEN-NSL","OS",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","GREEN(NSL)","Nepal","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,NA,NA
"147","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,352667,353064,397,"TREE",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","TREE","Nepal","Nepal",FALSE,FALSE,FALSE,FALSE,6,0,NA,NA
"148","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,353064,353860,796,"LEAF",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","LEAF","Nepal","Nepal",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"149","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,356362,361462,5100,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DARK1#LITTLE","Nepal","India",FALSE,FALSE,FALSE,FALSE,25,3,NA,NA
"150","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,361462,362084,622,"BRIGHT",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","BRIGHT1","Nepal","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,NA,NA
"152","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,362799,364019,1220,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DARK1","Nepal","India",FALSE,FALSE,FALSE,FALSE,25,3,NA,NA
"153","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,367998,369446,1448,"IX:WALL","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","wall","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,4,1,NA,NA
"154","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,369446,370672,1226,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","SAME","Nepal","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"155","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",1,1,1,"16",346594,397363,50769,370672,377203,6531,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","SAME2","Nepal","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"176","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,408599,412185,3586,"ORANGE JUICE^DRINK","SE",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"1","Nepal","Indonesia","ORANGE JUICE^DRINK","Nepal","Nepal",FALSE,FALSE,FALSE,TRUE,2,0,0,0
"187","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,2,"18",408270,467356,59086,413622,415717,2095,"ORANGE JUICE^DRINK","SE",NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","ORANGE JUICE^DRINK","Indonesia","Nepal",FALSE,FALSE,FALSE,TRUE,2,0,0,0
"178","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,415062,421395,6333,"EVERY DAY^DRINK",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,TRUE,FALSE,1,"1","Nepal","Indonesia","every day^DRINK","Nepal","Nepal",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"179","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,421613,425613,4000,"BRIGHT",NA,NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"1","Nepal","Indonesia","BRIGHT","Nepal","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"180","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,425613,426200,587,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DARK","Nepal","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"181","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,437454,439000,1546,"YELLOW-CHEST","OS",NA,"NSL",FALSE,"No",TRUE,"no",FALSE,TRUE,FALSE,1,"1","Nepal","Indonesia","YELLOW(NSL)","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,12,1,0,0
"188","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,2,"18",408270,467356,59086,444100,445120,1020,"RED(MOUTH)","OS",NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","RED(mouth)","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"189","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,2,"18",408270,467356,59086,451126,452013,887,"BRIGHT",NA,NA,NA,TRUE,"Yes",FALSE,"yes",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","BRIGHT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"183","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,451791,454960,3169,"IX#SOMETHING",NA,NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"1","Nepal","Indonesia","IX#something","Nepal","Nepal",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"184","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,455072,457312,2240,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DARK","Nepal","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"190","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,2,"18",408270,467356,59086,457107,458361,1254,"DARK",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","DARK","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"185","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,461510,464059,2549,"PAINT THE WALL","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"1","Nepal","Indonesia","PAINT THE WALL","Nepal","Nepal",FALSE,FALSE,TRUE,FALSE,1,0,0,0
"186","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",13,1,1,"18",408270,467356,59086,464063,465763,1700,"YELLOW-CHEST","OS",NA,"NSL",FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","YELLOW(NSL)","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,12,1,0,0
"229","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",17,2,2,"6",472492,476850,4358,472489,476846,4357,"WHITE","OS",NA,"",FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","WHITE","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"230","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",17,2,1,"6",472492,476850,4358,474870,476099,1229,"WHITE","OS",NA,"",TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","WHITE","Nepal","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"174","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",10,1,1,"1",486230,488287,2057,486259,488187,1928,"RED(FRONTLET)","OS",NA,"NSL",FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","RED(frontlet) ","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"165","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",8,1,1,"18",556104,572304,16200,556304,559204,2900,"DRINK","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DRINK","Nepal","Nepal",FALSE,FALSE,TRUE,FALSE,1,0,0,0
"166","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",8,1,1,"18",556104,572304,16200,560100,561737,1637,"ORANGE","LW",NA,"",FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","ORANGE?","Nepal","Nepal",FALSE,FALSE,TRUE,FALSE,6,2,0,0
"171","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",8,1,2,"18",556104,572304,16200,561544,562464,920,"SALTY","LW",NA,NA,TRUE,"Yes",FALSE,"no",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","SALTY","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,1,0,0,0
"168","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",8,1,1,"18",556104,572304,16200,563637,564662,1025,"BRIGHT",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","BRIGHT","Nepal","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"169","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",8,1,1,"18",556104,572304,16200,564662,566549,1887,"SAME",NA,NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","SAME","Nepal","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"172","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",8,1,2,"18",556104,572304,16200,565255,566521,1266,"BRIGHT",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","BRIGHT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"173","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",8,1,2,"18",556104,572304,16200,569783,571133,1350,"SUN","LW",NA,NA,TRUE,"Yes",FALSE,"yes",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","SUN","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,5,4,0,0
"170","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",8,1,1,"18",556104,572304,16200,570508,571058,550,"YES",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","YES","Nepal","India",FALSE,FALSE,FALSE,FALSE,3,0,0,0
"1","Colour_game_01_1_Jordan-India_After_one_week.eaf",1,1,1,"1",830641,835355,4714,830682,831412,730,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,TRUE,FALSE,1,"1","Jordan","India","RED(mouth)","Jordan","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"3","Colour_game_01_1_Jordan-India_After_one_week.eaf",1,1,2,"1",830641,835355,4714,832171,833238,1067,"RED(MOUTH)","OS",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"1","Jordan","India","RED(mouth)","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"4","Colour_game_01_1_Jordan-India_After_one_week.eaf",1,1,2,"1",830641,835355,4714,833302,835341,2039,"RED(FRONTLET)","OS",NA,NA,TRUE,"Yes",FALSE,"yes",FALSE,FALSE,TRUE,1,"1","Jordan","India","RED(frontlet) ","India","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"2","Colour_game_01_1_Jordan-India_After_one_week.eaf",1,1,1,"1",830641,835355,4714,833354,834225,871,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,TRUE,FALSE,1,"1","Jordan","India","RED(mouth)","Jordan","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,0,0
"160","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",3,1,1,"14",857691,861754,4063,857791,861448,3657,"GREEN-NSL","OS",NA,"NSL",FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","GREEN(NSL)","Nepal","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"161","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",3,1,2,"14",857691,861754,4063,858490,860069,1579,"GREEN-NSL","OS",NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","GREEN(NSL)","Indonesia","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"162","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",3,1,2,"14",857691,861754,4063,860069,860783,714,"PLANTS","LW",NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","PLANTS","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"163","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",3,1,2,"14",857691,861754,4063,860826,861726,900,"GREEN-NSL","OS",NA,NA,TRUE,"Yes",FALSE,"no",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","GREEN(NSL)","Indonesia","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"231","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",19,2,2,"14",865233,867110,1877,865223,867044,1821,"GREEN-NSL","OS",NA,"NSL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","GREEN(NSL)","Indonesia","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"233","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",21,2,2,"15",992613,1005114,12501,996650,997232,582,"DARK",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DARK1#LITTLE","Indonesia","India",FALSE,FALSE,FALSE,FALSE,25,3,NA,NA
"156","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",2,1,1,"5",1019932,1024966,5034,1020009,1022346,2337,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,1,"1","Nepal","Indonesia","'back of one's hand'","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"159","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",2,1,2,"5",1019932,1024966,5034,1021608,1022810,1202,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"1","Nepal","Indonesia","'back of one's hand'","Indonesia","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"157","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",2,1,1,"5",1019932,1024966,5034,1023532,1023962,430,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","'back of one's hand'","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,0,0
"158","Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf",2,1,1,"5",1019932,1024966,5034,1024014,1024864,850,"DARK",NA,NA,NA,FALSE,"No",TRUE,"yes",FALSE,FALSE,FALSE,1,"1","Nepal","Indonesia","DARK","Nepal","India",FALSE,FALSE,FALSE,FALSE,25,3,0,0
"108","Colour_game_01_1_Jordan-India_After_one_week.eaf",20,2,2,"3",1134102,1139742,5640,1136146,1136406,260,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","RED(mouth)","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,NA,NA
"109","Colour_game_01_1_Jordan-India_After_one_week.eaf",20,2,2,"3",1134102,1139742,5640,1136406,1136817,411,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"1","Jordan","India","RED(frontlet) ","India","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,NA,NA
"110","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1270596,1271067,471,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","YELLOW(ISL)","India","India",FALSE,TRUE,FALSE,FALSE,7,6,0,0
"111","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1273112,1273552,440,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,1,"1","Jordan","India","YELLOW(ISL)","India","India",FALSE,TRUE,FALSE,FALSE,7,6,0,0
"112","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1273735,1274894,1159,"LEMON","LW",NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,1,"1","Jordan","India","LEMON","India","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"113","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1276600,1277064,464,"L","fs",NA,NA,FALSE,"No",FALSE,"no",FALSE,TRUE,FALSE,1,"1","Jordan","India","L","India","India",FALSE,FALSE,FALSE,FALSE,1,0,0,0
